facilityId,facilityName,facilityClass,facilityType,belongCityId,phone,fax,url,email,address,photo,facility_service
2521,國寶中投福座(舊稱為天境福座),私立,骨灰(骸)存放設施,南投縣,049-2261751,,,,南投縣南投市永豐里工業北路20巷200號,,231758|全區|||231759|全區|||231758|全區|||231759|全區||
2522,萬丹山生命紀念園,私立,骨灰(骸)存放設施,南投縣,049-2232186,,,,南投縣名間鄉萬丹村新丹巷1之68號,,231760|全區||
2523,覺靈寺慈雲塔,私立,骨灰(骸)存放設施,南投縣,049-2931387,,,,南投縣埔里鎮埔里鎮廣成里覆金路1-2號,,231761|全區||
2524,人乘寺地藏院,私立,骨灰(骸)存放設施,南投縣,049-2932588,,,,南投縣埔里鎮埔里鎮牛眠里牛尾路1之12號,,231762|全區||
2525,北莊福園靈（納）骨塔,私立,骨灰(骸)存放設施,新竹縣,03-5890967,03-5899003,http://www.funeral.org.tw/main2-6.htm,,新竹縣新埔鎮清水里汶水坑97號,,231818|思淵樓||
2526,琉璃光蓮花世界靈（納）骨塔,私立,骨灰(骸)存放設施,新竹縣,03-5170871,03-5877843,http://www.lightofbuddha.tw/,,新竹縣關西鎮東山里14鄰十寮15號,,231819|吉祥殿||
2528,臺中寶山紀念墓園,私立,骨灰(骸)存放設施,臺中市(臺中縣),04-22779203,,,,臺中市(臺中縣)太平區(太平市)長龍路二段南國巷225號,,
2529,私立東海花園公墓-懷親園納骨堂,私立,骨灰(骸)存放設施,臺中市(臺中縣),04-26980649,04-26984885,,,臺中市(臺中縣)大肚區(大肚鄉)沙田路三段538巷400號,,"231832|納骨牆|50,000~200,000元/座|"
2530,私立大度山納骨寶塔,私立,骨灰(骸)存放設施,臺中市(臺中市),04-25661759,,,,臺中市(臺中縣)大雅區(大雅鄉)東大路二段811號,,"231835|納骨區|50,000元/座||231836|納骨區|150,000元/座|"
2531,私立金陵山追思寶塔樂園(圓滿教堂、至善園),私立,骨灰(骸)存放設施,臺中市(臺中縣),04-23338899,,,,臺中市(臺中縣)霧峰區(霧峰鄉)峰谷路900號,,"231859|中央納骨室|85,000元/座||231860|中央納骨室|250,000元/座|"
2533,懷恩生命紀念館,私立,骨灰(骸)存放設施,新竹市,03-5625080,03-5625099,,,新竹市東區高峰路506巷171號,,
2536,鯉龍山人文紀念館,私立,骨灰(骸)存放設施,屏東縣,08-8771808,08-8771879,http://www.nbs.com.tw,achi@jho.com.tw,屏東縣獅子鄉楓林村龍山路楓林2巷200號,,"231907|L1納骨室（VIP）|60萬元/座起|民國八十二年間以「逍遙世界金寶塔」申請開發。 
民國八十四年起建，八十七年取得建造執照。 
民國八十七年八月正式開工。 
民國九十三年四月間完成營建地上五層、地下二層主體及裝修等工程，並取得建築物使用執照。 
民國九十三年七月六日經屏東縣政府核准正式啟用，並更名為＜南寶寺＞逍遙世界金寶塔。 
九十五年十一月十三日報准更名為「鯉龍山人文紀念館」迄今.
102年4月29日屏府民禮字第10212419500，屏東縣政府核准永青營造工程股份有限公司核准設立|231908|3樓納骨室|80000元/座起|民國八十二年間以「逍遙世界金寶塔」申請開發。 
民國八十四年起建，八十七年取得建造執照。 
民國八十七年八月正式開工。 
民國九十三年四月間完成營建地上五層、地下二層主體及裝修等工程，並取得建築物使用執照。 
民國九十三年七月六日經屏東縣政府核准正式啟用，並更名為＜南寶寺＞逍遙世界金寶塔。 
九十五年十一月十三日報准更名為「鯉龍山人文紀念館」迄今.
102年4月29日屏府民禮字第10212419500，屏東縣政府核准永青營造工程股份有限公司核准設立|231909|5樓納骨室|15000元/座起|民國八十二年間以「逍遙世界金寶塔」申請開發。 
民國八十四年起建，八十七年取得建造執照。 
民國八十七年八月正式開工。 
民國九十三年四月間完成營建地上五層、地下二層主體及裝修等工程，並取得建築物使用執照。 
民國九十三年七月六日經屏東縣政府核准正式啟用，並更名為＜南寶寺＞逍遙世界金寶塔。 
九十五年十一月十三日報准更名為「鯉龍山人文紀念館」迄今.
102年4月29日屏府民禮字第10212419500，屏東縣政府核准永青營造工程股份有限公司核准設立"
2538,財團法人獅頭山勸化堂,私立,骨灰(骸)存放設施,苗栗縣,037-822020,,http://www.lion.org.tw/,lt3956@yahoo.com.tw,苗栗縣南庄鄉獅山村242號,,231911|中央納骨室||
2539,弘法院,私立,骨灰(骸)存放設施,苗栗縣,,,,,苗栗縣獅潭鄉竹木村北庄37號　,,
2540,尖筆山墓園,私立,骨灰(骸)存放設施,苗栗縣,,,,,苗栗縣竹南鎮大埔里尖筆山,,
2541,八德安樂園納骨塔,私立,骨灰(骸)存放設施,臺南市(臺南縣),06-5732111,06-5732298,,r5732111@hotmail.com,臺南市(臺南縣)左鎮區(左鎮鄉)光和村109-1號/光和段426-39、426-40、426-48、426-50、426-84,,231965|納骨室|10000~400000元/座|民國79年3月於園區南方福地破土興建大德寶塔，樓高地上五層；翌年9月完工。隨後陸續興建群德、懷德納骨堂；且於大德塔2樓內設有夫妻連理位及孝德堂內設有撿金甕專區。
2542,中南寶塔骨灰骸存放設施,私立,骨灰(骸)存放設施,臺南市(臺南縣),06-5911011,06-5912545,http://www.pujin.com.tw,jong.nan@msa.hinet.net,臺南市(臺南縣)新化區(新化鎮)拔林500之2號 / 那拔林段931-1號,,231966|2-6樓層納骨堂|55000元/座起|
2543,慈恩金寶塔,私立,骨灰(骸)存放設施,臺南市(臺南縣),06-5959199,06-5959214,http://www.ficngt.com/,,臺南市(臺南縣)龍崎區(龍崎鄉)中坑村內潭仔12號,,231967|富貴、吉祥納骨室||
2544,名度金寶塔,私立,骨灰(骸)存放設施,臺南市(臺南縣),06-5967777,06-5963333,http://www.allway.net/md/,ming_tu@seed.net.tw,臺南市(臺南縣)關廟區(關廟鄉)關新一街80號/埤頭段398.399.401地號,,231968|一-六樓骨灰櫃|30000-700000元/座||231969|地下室納骨櫃|130000-280000元/座|
2546,南都福座,私立,骨灰(骸)存放設施,臺南市(臺南市),06-2656226,06-2656249,http://www.yolon.com.tw/,,臺南市(臺南市)南區新都路259號,,232035|骨灰位|||232036|骨罈位||
2547,富貴南山紀念中心,私立,骨灰(骸)存放設施,臺南市(臺南市),06-2650260,,,,臺南市(臺南市)南區西門路1段152號2樓,,232032|骨灰位(個人)|3萬至30萬元||232033|骨灰位(夫妻式)|約10萬5千||232034|骨罈位|10萬|
2548,慈恩園生命紀念館,私立,骨灰(骸)存放設施,臺北市,02-23784458,,http://www.zionpark.com.tw/,,臺北市信義區和平東路3段631巷49號,,
2549,觀音菩薩紀念公園麒麟寶塔、金龍寶塔,私立,骨灰(骸)存放設施,高雄市(高雄市),07-6566468,,,,高雄市(高雄縣)大樹區(大樹鄉)三和村131-18號,326|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D19/E39/F227/a131aebd-726f-4635-93cd-e5bfd707325b.jpg,"232046|存放區|依樓層及設籍|104.9.30核准啟用金龍寶塔7~8樓
107.10.8核准啟用金龍寶塔9樓"
2550,觀音山金寶塔,私立,骨灰(骸)存放設施,高雄市(高雄縣),07*356-0188,,,,高雄市(高雄縣)大社區(大社鄉)食坑巷80；82號,,232049|骨灰櫃||
2552,斗六市八德納骨塔,公立,骨灰(骸)存放設施,雲林縣,05-5350717,,,zxcv784450@yahoo.com.tw,雲林縣斗六市斗六市文化路633巷36號,,232565|納骨塔收費標準|10000~25000元|
2557,西螺鎮籃厝納骨塔,公立,骨灰(骸)存放設施,雲林縣,05-5867741,,,,雲林縣西螺鎮埤頭里籃厝32之20號,,232221|個人骨灰位|||232222|雙人骨灰位|||232223|骨骸位|||232224|雙人骨骸位||
2558,西螺鎮大新納骨塔,公立,骨灰(骸)存放設施,雲林縣,05-5875137,,,,雲林縣西螺鎮大新里141之6號,,232225|骨灰位|||232226|骨骸位||
2559,西螺鎮九隆納骨塔,公立,骨灰(骸)存放設施,雲林縣,05-5872924,,,,雲林縣西螺鎮九隆里太和路27之8號,,232227|骨灰位|||232228|骨骸位||
2560,二崙鄉油車公墓納骨塔設施,公立,骨灰(骸)存放設施,雲林縣,05-5987770,,,,雲林縣二崙鄉油車村埤腳4號,,
2561,二崙鄉湳仔公墓納骨塔設施,公立,骨灰(骸)存放設施,雲林縣,05-5984800,,,,雲林縣二崙鄉湳仔村湳子路62-4號,,
2562,二崙鄉田尾公墓納骨塔設施,公立,骨灰(骸)存放設施,雲林縣,05-5980217,,,,雲林縣二崙鄉田尾村犁份60號,,
2563,古坑鄉崎坪坵示範公墓納骨堂,公立,骨灰(骸)存放設施,雲林縣,05-5826320,05-5821361,,gukeng41@mail.gukeng.gov.tw,雲林縣古坑鄉湳仔村湳子18-30,,232480|古坑鄉崎坪坵示範公墓|||232481|古坑鄉崎坪坵示範公墓||
2564,莿桐第二公墓第一納骨堂,公立,骨灰(骸)存放設施,雲林縣,05-5846579,,,,雲林縣莿桐鄉甘西村360號,,
2565,莿桐鄉第六公墓納骨堂,公立,骨灰(骸)存放設施,雲林縣,05-5710771,,,,雲林縣莿桐鄉麻園村榮貫18-22號,,
2566,大埤鄉下崙公墓納骨堂,公立,骨灰(骸)存放設施,雲林縣,05-5913498,,,,雲林縣大埤鄉尚義村頂巷1-15號,,
2567,大埤鄉水尾埔公墓納骨堂第1棟,公立,骨灰(骸)存放設施,雲林縣,05-5910262,,,,雲林縣虎尾鎮南和村中正路177號,,
2568,大埤鄉舊庄公墓納骨堂,公立,骨灰(骸)存放設施,雲林縣,05-5912397,,http://www.tapi.gov.tw/,,雲林縣大埤鄉怡然村怡然路120號,,232657|個人式骨灰位|||232658|雙人式骨灰位|||232659|個人中骨灰位|||232660|個人式骨骸位||
2569,林內鄉九芎公墓宗聖堂,公立,骨灰(骸)存放設施,雲林縣,05-5896232,,,,雲林縣林內鄉九芎村民生路71號,,
2570,虎尾鎮殯葬管理所--惠來納骨塔,公立,骨灰(骸)存放設施,雲林縣,05-6222026,05-6224472,http://www.huwei.gov.tw/form/index-1.asp?m=2&m1=4&m2=16&id=14,nf6001@yahoo.com.tw,雲林縣虎尾鎮惠來里201號,,
2571,虎尾鎮立大屯納骨塔,公立,骨灰(骸)存放設施,雲林縣,05-6655752,,,,雲林縣虎尾鎮屯里3-42號,,
2572,馬公市虎井生命紀念館,公立,骨灰(骸)存放設施,澎湖縣,(06)9291009,,,,澎湖縣馬公市虎井里145號,,
2573,新化鎮第一公墓,公立,公墓,臺南市(臺南縣),06-5905009,06-5908704,,,臺南市(臺南縣)新化區(新化鎮)王公廟段1202、1202-1、1202-2、2292地號、太子廟段700、1599、1607地號,,
2574,新化鎮第二公墓,公立,公墓,臺南市(臺南縣),06-5905009,06-5908704,,,臺南市(臺南縣)新化區(新化鎮)北勢段764、896地號,,
2575,新化鎮第三公墓,公立,公墓,臺南市(臺南縣),06-5905009,06-5908704,,,臺南市(臺南縣)新化區(新化鎮)竹子腳段701、707、715、719地號、洋子段519、522、540、541地號,,
2576,新化鎮第四公墓,公立,公墓,臺南市(臺南縣),06-5905009,06-5908704,,,臺南市(臺南縣)新化區(新化鎮)知母義段538、539地號、頂山腳段1997地號,,
2577,新化鎮第五公墓,公立,公墓,臺南市(臺南縣),06-5905009,06-5908704,,,臺南市(臺南縣)新化區(新化鎮)大坑尾段501地號,,
2578,新化鎮第六公墓,公立,公墓,臺南市(臺南縣),06-5905009,06-5908704,,,臺南市(臺南縣)新化區(新化鎮)那拔林段2313、2349地號,,
2579,新化鎮第七公墓,公立,公墓,臺南市(臺南縣),06-5905009,06-5908704,,,臺南市(臺南縣)新化區(新化鎮)礁坑子段730-1、730-2地號,,
2580,西螺鎮東興公墓,公立,骨灰(骸)存放設施,雲林縣,05-5863818,,,,雲林縣西螺鎮埤頭里埤頭79之2號,,
2582,臺南市七股區納骨堂,公立,骨灰(骸)存放設施,臺南市(臺南縣),06-7871070,06-7872675,http://211.75.239.112/,cux3100@email.tainan.gov.tw,臺南市(臺南縣)七股區(七股鄉)龍山里12-72號,,
2587,臺南市仁德區中洲懷恩堂,公立,骨灰(骸)存放設施,臺南市(臺南縣),06-2661186,,,,臺南市(臺南縣)仁德區(仁德鄉)中洲段48號、128-5號,,232111|個人式骨灰位|||232112|個人式骨骸位||
2588,臺南市殯葬管理所－南區殯儀館,公立,殯儀館,臺南市(臺南市),06-2144333,06-2144337,http://www.msotc.gov.tw,msotc@mail.msotc.gov.tw,臺南市(臺南市)南區國民路268號.公英段1270、1271地號,,"232082|甲級-禮廳|上午$10,000／下午$5,000||233446|和平堂-63|||233447|和平堂-63-1|||233486|和平堂59|||233487|和平堂60|||233245|和平堂-53|||233246|和平堂-53-1|||233247|和平堂-55|||233248|和平堂-56|||233249|和平堂-57|||233250|和平堂-58|||233239|和平堂-47|||233240|和平堂-48|||233241|和平堂-49|||233242|和平堂-50|||233243|和平堂-51|||233244|和平堂-52|||233233|和平堂-41|||233234|和平堂-42|||233235|和平堂-43|||233236|和平堂-43-1|||233237|和平堂-45|||233238|和平堂-46|||233227|和平堂-35|||233228|和平堂-36|||233229|和平堂-37|||233230|和平堂-38|||233231|和平堂-39|||233232|和平堂-40|||233221|和平堂-29|||233222|和平堂-30|||233223|和平堂-31|||233224|和平堂-32|||233225|和平堂-33|||233226|和平堂-33-1|||233215|和平堂-23|||233216|和平堂-23-1|||233217|和平堂-25|||233218|和平堂-26|||233219|和平堂-27|||233220|和平堂-28|||233209|和平堂-17|||233210|和平堂-18|||233211|和平堂-19|||233212|和平堂-20|||233213|和平堂-21|||233214|和平堂-22|||233203|和平堂-11|||233204|和平堂-12|||233205|和平堂-13|||233206|和平堂-13-1|||233207|和平堂-15|||233208|和平堂-16|||233197|和平堂-05|||233198|和平堂-06|||233199|和平堂-07|||233200|和平堂-08|||233201|和平堂-09|||233202|和平堂-10|||233191|景德廳|||233192|景福廳|||233193|和平堂-01|||233194|和平堂-02|||233195|和平堂-03|||233196|和平堂-03-1|||233034|崇德廳|||233035|懷恩廳|||233036|懷慈廳|||233037|懷悌廳|||233038|懷澤廳|||233039|懷親廳|||232091|停屍位|300/天||232750|明德廳|上午$4,000／下午$2,000||233031|景行廳|||233032|至德廳|||233033|光德廳|||232083|乙級-禮廳|上午$4,000／下午$2,000||232084|丙級-禮廳|上午$2,000／下午$１,000||232085|永安堂|$300||232086|和平堂|15坪$900／10坪$800||232087|入殮、助唸|$300/節||232090|冷凍櫃|$250/天|"
2589,臺南市殯葬管理所,公立,火化場,臺南市(臺南市),06-2135931,,http://www.msotc.gov.tw,msotc@mail.msotc.gov.tw,臺南市(臺南市)南區國民路268號,,232088|火化爐|||232089|骨罐暫存位||
2593,布袋鎮第五示範公墓第一納骨塔(懷恩堂),公立,骨灰(骸)存放設施,嘉義縣,05-345-3470,,https://budai.cyhg.gov.tw/cp.aspx?n=E17F6BF86A7C7EBA&s=EC16547E06C7FCBC,,嘉義縣布袋鎮溪墘段373之388號,226|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D1/E603/F324/6fc6fbcb-d569-4941-b3d9-58dcc369b29c.jpg,"232236|個人式骨灰位|$15,000~22,000||232237|個人式骨骸位||"
2595,高雄市殯葬管理處第二殯儀館大社分館,公立,殯儀館,高雄市(高雄市),（07）355-7991~3,,http://mso.kcg.gov.tw/ch/,,高雄市(高雄縣)大社區(大社鄉)鹽埕段890、891、892、894、895、896、897、900、901等共9筆地號,188|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D31/E654/F224/c49b2842-f6a8-45bd-a70a-ebe47b4952ed.jpg|189|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D25/E493/F992/5964563e-c961-4a7c-8124-be388f2b475d.jpg|190|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D4/E963/F910/46d6fb8c-4fb7-404b-8fae-002f7abe5d91.jpg|191|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D12/E342/F933/18cd0c0b-ab13-46dc-bf1b-fc80ee774611.jpg|192|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D15/E749/F662/a5f6b48f-f4ed-48aa-889a-3cac88006510.jpg|193|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D2/E335/F151/3b6dd07a-cc9d-40c3-9cca-d4fde0b4f38c.jpg,"232330|禮廳|$3000~$7000|聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232331|停棺|$300~$600|聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232340|冰櫃|$500~$1000|聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232944|洗化室||聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232449|清潔費|一律$500|聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232893|懷德廳||聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232894|懷恩廳||聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232895|懷澤廳||聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232941|豎靈區||聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15|232942|往生室||聯絡地址：高雄市大社區和平路二段291號
禮廳數：3
停棺室：10
冰櫃屜數：15"
2596,高雄市橋頭區慈恩堂,公立,骨灰(骸)存放設施,高雄市(高雄市),07-612-8891,07-612-8892,,,高雄市(高雄縣)橋頭區(橋頭鄉)白樹村甲樹路170號/橋頭區樹林段293地號,291|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D24/E213/F958/e85b8af7-0097-4ed0-b513-11316f212828.JPG|292|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D18/E874/F450/f9282a5a-912c-4e84-9bed-52b405fcb333.JPG|293|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D12/E3/F681/9d92fc4c-25c1-4307-87c0-26f75e1346bb.JPG,"232139|骨灰位|$12,500~$67,000|"
2597,澎湖縣菊島福園(火化場),公立,火化場,澎湖縣,06-9221655,06-9274701,,,澎湖縣馬公市光華里150號,162|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D8/E654/F272/7e8ad343-1558-4611-93c1-5dd0cc4dd8f0.JPG|163|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D22/E746/F517/f483b681-889e-4b5b-91e7-5e18f75ea896.JPG|164|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D4/E946/F462/8d4f3ce2-7537-496c-a91d-fac382756030.JPG,232261|火化|||232322|臨時寄放骨灰||
2598,臺南市新市區懷恩塔,公立,骨灰(骸)存放設施,臺南市(臺南縣),06-5990238,06-5013494,,,臺南市(臺南縣)新市區(新市鄉)潭頂村110號,,232151|個人式骨灰位|||232152|個人式骨骸位||
2599,臺南市新市區孝思堂,公立,骨灰(骸)存放設施,臺南市(臺南縣),06-5990238,06-5013494,,,臺南市(臺南縣)新市區(新市鄉)潭頂里110號,,232153|個人式骨灰位|||232154|夫妻式骨灰位|||232155|個人蓮花位|||232156|夫妻蓮花位|||232157|個人式骨骸位|||232158|雙人式骨骸位||
2602,臺中市沙鹿區示範公墓,公立,公墓,臺中市(臺中市),04-26634601,,,,臺中市(臺中縣)沙鹿區(沙鹿鎮)犁分里中山路24-52號,,
2603,臺中市沙鹿區第三公墓,公立,公墓,臺中市(臺中縣),04-26622101,04-26634037,,shalu@shalu.gov.tw,臺中市(臺中縣)沙鹿區(沙鹿鎮)北勢坑段北勢坑小段531-1等6筆,,232177|.|-||232178|6平方公尺(含)以下|本市籍4000元，外縣市籍20000元||232179|6~8平方公尺|本市籍6000元，外縣市籍30000元||232180|8~12平方公尺|本市籍8000元，外縣市籍40000元||232181|12~16平方公尺|本市籍10000元，外縣市籍50000元||232182|.||
2604,臺中市沙鹿區第四公墓,公立,公墓,臺中市(臺中市),04-26634601,,,,臺中市(臺中縣)沙鹿區(沙鹿鎮)竹林段竹林小段295，295-1地號,,
2606,臺中市沙鹿區第七公墓,公立,公墓,臺中市(臺中縣),04-26622101,04-26634037,,shalu@shalu.gov.tw,臺中市(臺中縣)沙鹿區(沙鹿鎮)鹿寮段169-9地號,,
2607,臺中市沙鹿區第九公墓,公立,公墓,臺中市(臺中市),04-26634601,,,,臺中市(臺中縣)沙鹿區(沙鹿鎮)南勢坑段南勢坑小段286-1地號等6筆,,232195|6平方公尺以下|本市籍4000元，外縣市籍20000元||232196|6~8平方公尺|本市籍6000元，外縣市籍30000元||232197|8~12平方公尺|本市籍8000元，外縣市籍40000元||232198|12~16平方公尺|本市籍10000元，外縣市籍50000元||232199|.|||232200|.||
2608,臺中市沙鹿區第十公墓,公立,公墓,臺中市(臺中市),04-26634601,,,,臺中市(臺中縣)沙鹿區(沙鹿鎮)南勢坑段南勢坑小段188地號,,232201|6平方公尺以下|本市籍4000元，外縣市籍20000元||232202|6~8平方公尺|本市籍6000元，外縣市籍30000元||232203|8~12平方公尺|本市籍8000元，外縣市籍40000元||232204|12~16平方公尺|本市籍10000元，外縣市籍50000元||232205|.|||232206|.||
2609,臺中市沙鹿區第十一公墓,公立,公墓,臺中市(臺中市),04-26634601,,,,臺中市(臺中縣)沙鹿區(沙鹿鎮)南勢坑段南勢坑小段235地號,,232213|6平方公尺以下|本市籍4000元，外縣市籍20000元||232214|6~8平方公尺|本市籍6000元，外縣市籍3000元||232215|8~12平方公尺|本市籍8000元，外縣市籍4000元||232216|12~16平方公尺|本市籍10000元，外縣市籍50000元||232217|.|||232218|.|||232219|.||
2611,三峽區第三公墓(示範公墓),公立,公墓,新北市(臺北縣),(02)2671-1017分機203,(02)2673-5614,,,新北市(臺北縣)三峽區(三峽鎮)福德坑段956等地號,,232176|三峽鎮公所|6000~9000元|
2612,三峽區第一公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,(02)2673-5614,,,新北市(臺北縣)三峽區(三峽鎮)仁愛段218、173、173-1地號,,
2613,三峽區第二公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)中埔段71-4等，中園段547等，麻園段麻園小段1-2等地號,,
2615,三峽區第四公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)礁溪段23-3等地號,,
2616,三峽區第五公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)佳興段24之1、39地號,,
2617,三峽區第六公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)成福段成福小段885、886地號,,
2618,三峽區第七公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)十三添段犁舌尾小段100地號,,
2619,三峽區第八公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)橫溪段坪林小段129-2地號,,
2620,三峽區第九公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)十三添段打鐵坑小段2等地號,,
2621,三峽區第十公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)成福段小暗坑小段1266地號,,
2622,三峽區第十一公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)成福段小暗坑小段1123地號,,
2623,三峽區第十二公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)成福段小暗坑小段1298地號,,
2624,三峽區第十三公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)麥仔園段劉厝埔小段77地號,,
2625,三峽區第十四公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)山員潭子段5-1地號,,
2626,三峽區第十五公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)插角段外插角小段13地號,,
2627,汐止區第一公墓,公立,公墓,新北市(臺北縣),(02)2641-1111分機167,(02)2647-5347,,,新北市(臺北縣)汐止區(汐止市)保長坑段保長坑小段592之17等、保安段1437等、茄苳腳段572之2地號,,
2628,坪林區第一公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)坪林段水柳腳小段19之1等、坪林小段36之1等地號,,
2629,坪林區第二公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)厚德岡坑段厚德岡坑小段32-8地號,,
2630,坪林區第三公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)厚德岡坑段東坑小段1之17地號,,
2631,坪林區第四公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)厚德岡坑段籐寮坑小段5之5地號,,
2632,坪林區第五公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)厚德岡坑段大湖尾小段12之1地號,,
2633,坪林區第六公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)水聳淒坑段水聳淒坑小段112之13等地號,,
2634,坪林區第七公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)魚堀段魚堀小段60-1等地號,,
2635,坪林區第八公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)坑子口段樹梅嶺小段85-3地號,,
2636,坪林區第九公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)坑子口段桶盤嶼小段53-10地號,,
2637,坪林區第十公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)大粗坑段大粗坑小段212-19地號,,
2638,坪林區第十一公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)大粗坑段九芎坑小段66-7地號,,
2639,坪林區第十二公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)大粗坑段虎寮潭小段38-5地號,,
2640,坪林區第十三公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)大舌湖段大舌湖小段32-1、32-2地號,,
2641,坪林區第十四公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)大舌湖段粗石斛小段29-7地號,,
2642,坪林區第十五公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)闊瀨段闊瀨小段31-5地號,,
2643,坪林區第十六公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)柑腳坑段柑腳坑小段31-2地號,,
2644,坪林區第十七公墓,公立,公墓,新北市(臺北縣),(02)2665-7251分機205,,,,新北市(臺北縣)坪林區(坪林鄉)鷺鷥岫段鷺鷥岫小段34-10地號,,
