停車場型態,停車場代碼,停車場名稱,停車場地址,停車場電話,即時車位,一般大型車,一般小型車,身障者小型車,婦幼者小型車,綠能小型車,一般機車,身障者機車,收費時間,收費費率,經緯度,備註欄
民營停車場,110027,臺南圖書總館地下停車場,臺南市永康區台南市永康區康橋大道255號B2,06-2087743,-1,0,108,3,3,3,173,4,24小時,小型車臨停30元/時，停車未滿1小時者，以1小時計費;停車時數逾1小時以上，其超過之不滿1小時部份，如不逾30分鐘者，以半小時計算;如逾30分鐘者，仍以1小時計算收費 月租每月4，500元，機車每日每次30元;月租每月1，000元,23.024759，120.237668,到期日:115.3.31
民營停車場,110028,Times台南東區生產路停車場,臺南市東區生產路614號旁(德高段577、577-4地號),02-2504-6098,-1,0,72,1,1,1,0,0,24小時,每30分鐘30元，當日最高收費150元,22.965842，120.231489,到期日:112.01.09
民營停車場,110029,Times台南忠義府前停車場,臺南市中西區忠義路一段96號旁(南門段105、105-1、105-2、106、106-1地號),0935988924,-1,0,17,1,1,1,0,0,24小時,平日每30分鐘30元，當日最高收費200元;假日每30分鐘50元，無最高收費優惠。,22.988064，120.202056,到期日:115.04.19
民營停車場,110031,成功大學大學路地下停車場,臺南市東區台南市東區大學路1號(東寧段53地號),06-2089516,-1,0,124,2,3,3,0,0,24小時,臨停:每半小時25元 月租:每月5，000元,22.996275，120.222427,到期日:112.1.31
民營停車場,110032,竑穗家樂福仁德店停車場,臺南市仁德區台南市仁德區中山路711號B2,06-2289846,-1,0,155,3,3,3,0,0,24小時,平日第1小時30元，之後每半小時加收15元，當日最高300元。 假日第1小時40，元，之後每半小時加收20元，當日最高400元。 月租2，000元。,22.972758，120.246604,到期日:114.12.6
民營停車場,110033,春長停車場,臺南市永康區國光二街32號旁(大彎段7829、7832地號),06-271-6969,-1,0,21,1,0,0,0,0,24小時,月租每月1，000元,23.002015，120.258950,到期日:115.05.24
民營停車場,110035,俥亭康樂街停車場,臺南市中西區臺南市中西區康樂街195號旁(星鑽段1926地號),06-2223863,-1,0,15,1,1,1,0,0,24小時,臨停:每半小時40元。 月租:每月5，000元。,22.994673，120.194782,到期日：113.02.15
民營停車場,110036,奇美醫療財團法人奇美醫院停車場,臺南市永康區中正南路52巷(頂南段598~602、604、607-1、607-2、608、610~615、616-1、617-1、618~620、798、799、802~805地號等26筆土地),06-243-2189,-1,0,231,6,4,1,861,23,24小時,汽車：每半小時20元。 機車：每次10元。 ,23.020665，120.221036,到期日:113.11.26
民營停車場,110037,永康奇美醫院第三停車場,臺南市永康區臺南市永康區中正南路52巷82弄內(頂南段905、939、940、947、961地號),06-243-2189,-1,0,146,4,3,1,0,0,24小時,臨停:每半小時15元。,23.019841，120.218857,到期日:112.12.05
民營停車場,110038,俥亭西門停車場,臺南市中西區台南市中西區友愛街177號對面(府前段51-63、70-84地號等28筆土地),0953399729,-1,0,65,2,2,2,0,0,24小時,臨停:每半小時30元 月租:每月5，000元,22.991856，120.197839,到期日:112.1.14
民營停車場,110040,Times台南樹林開山停車場,臺南市中西區台南市中西區樹林街二段92號旁空地(郡王祠段1402、1442、1443地號),02-2504-6098,-1,0,39,1,1,1,0,0,24小時,臨停:每半小時30元，當日最高收費200元,22.986574，120.208403,到期日:110.05.31
民營停車場,110041,台灣聯通台南樹林停車場,臺南市中西區樹林街二段290號西側空地（建興段6000-6地號）,02-2523-5000,-1,0,24,1,1,1,0,0,24小時,臨停:平日每半小時20元，假日每半小時40元 月租3，000元 ,22.986522，120.201384,到期日:115.02.28
民營停車場,110042,竑穗成大醫院汽機車停車場,臺南市北區台南市北區小東路35號B1至B3,06-2289846,-1,0,424,10,9,9,477,9,24小時,臨停:小型車第1、2小時每小時20元，之後每半小時加收20元，當日最高400元;月租3，000元 機車:計次20元,23.001945，120.217756,到期日:113.11.30
民營停車場,110043,第五醫療大樓獎勵增設停車空間停車場,臺南市永康區臺南市永康區中華路901號第五醫療大樓1F、B1、B2（北區康祥段1、1-3、2地號）,06-2432189,-1,0,50,1,1,1,0,0,07：00~19：00,臨停:每半小時20元。,23.018818，120.221598,到期日：113.07.09
民營停車場,110045,圳南停車場,臺南市西港區台南市西港區中山路232之1號旁(港南段568、568-1至568-5地號共6筆土地),0933731854，0933097202,-1,0,18,1,0,0,0,0,24小時,月租每月1，300元,23.119877，120.203768,到期日:115.6.30
民營停車場,110046,永全停車場,臺南市永康區台南市永康區龍埔街近中山路口(四維段540地號),0963066819,-1,0,17,1,0,0,0,0,24小時,月租每月1，500元,23.035126，120.254403,到期日:115.6.30
民營停車場,110047,人上人停車場,臺南市東區長榮路2段60號(東安段247及655地號),06-511-8086,-1,0,25,1,1,1,0,0,24小時,臨停：每半小時15元，每日最高收費180元。  ,22.988114，120.219378,到期日:113.01.07
民營停車場,110048,宜舍文南路停車場,臺南市南區台南市南區文南路128號旁(正義段674、674-1至674-5地號),0953399729,-1,0,8,1,1,1,0,0,24小時,臨停:每半小時25元 月租每月5，000元,22.985368，120.190063,到期日:113.2.28
民營停車場,110049,俥亭永康站前停車場,臺南市永康區台南市永康區永康火車站前東側(永康段33-4、33-5、33-6地號部份),06-2210036,-1,0,0,0,0,0,118,3,24小時,臨停:每日每次30元 月租:每月800元,23.038631，120.254053,到期日:113.5.19
民營停車場,110051,育安停車場,臺南市安南區台南市安南區育安四街(新順段945、945-1地號),0925106260,-1,0,20,1,0,0,0,0,24小時,月租每月2，000元,23.047124，120.216991,到期日:115.7.15
民營停車場,110052,客萊停有限公司衛民停車場,臺南市中西區台南市中西區衛民街148號旁(中山段275地號),0933204431,-1,0,4,1,0,1,0,0,24小時,臨停:平日每半小時30元，當日最高250元;假日每半小時50元，無上限優惠。 月租8，000元。,22.99362120.20738,到期日:113.4.30
民營停車場,110053,南風村停車場,臺南市東區台南市東區中華東路一1段92號地下二樓(東光段99地號),06-2013561,-1,0,115,3,3,1,0,0,24小時,臨停:每小時60元。 月租:每月4，000元。 ,22.995468，120.234068,到期日:111.03.31
民營停車場,110055,台灣大車位民生場停車場,臺南市中西區台南市中西區民生路二段300號旁(星鑽段755、756地號),0908973688,-1,0,9,1,0,1,0,0,24小時,臨停:第一小時50元，之後每半小時25元。,22.99731，120.19090,到期日:113.4.30
民營停車場,110056,中華世家停車場,臺南市北區台南市北區大武街541巷(康祥段140地號部份),06-2514905,-1,0,48,1,0,0,0,0,24小時,月租每月1，000元,23.017716，120.220471,到期日:112.12.31
民營停車場,110057,南台街福太停車場,臺南市永康區台南市永康區南台街54巷159號對面(頂中段509地號),06-2550396,-1,0,17,1,0,0,0,0,24小時,月租每月1，000元,23.023975，120.221835,到期日:115.8.4
民營停車場,110058,玖鑫物業管理顧問有限公司玖鑫停車場,臺南市東區臺南市東區中華東路一段66、68、70號地下2樓,06-2013561,-1,0,95,2,2,2,0,0,6時至24時,臨停:每小時20元。 其他月租或優惠依現場公告為主。,22.99667，120.23412,到期日111.05.31
民營停車場,110059,台灣聯通台南永康停車場,臺南市永康區中山南路119巷12號旁（永康段1551地號）,02-2523-5000,-1,0,43,1,1,1,0,0,24小時,臨停每半小時20元；月租每月5，000元。 其他月租或優惠依現場公告為主。,23.013630，120.229683,到期日:115.06.30
民營停車場,110060,和館停車場,臺南市安南區環館路與環館五路交叉口（和館段27-1地號）,06-2289846,-1,60,279,6,6,6,0,0,24小時,大型車臨停第1小時50元，之後每半小時25元；月租2，000元。 小型車臨停第1小時20元，之後每半小時10元；月租1，000元。 ,23.063162，120.232351,到期日:114.08.23
民營停車場,110061,台灣聯通台南文賢停車場,臺南市北區文賢路1080巷40號對面（文元段840至843地號）,02-25235000,-1,0,12,1,0,1,0,0,24小時,臨停每小時20元；月租每月4，000元。,23.015437，120.194679,到期日:115.06.30
民營停車場,110062,台灣聯通台南小東停車場,臺南市東區小東路190號旁空地（光明段6071-2地號）,02-2523-5000,-1,0,30,1,1,1,0,0,24小時,臨停00:00至18:00每小時20元，18:00至00:00每小時40元。 月租每月4，000元。  其他月租或優惠依現場公告為主。,22.999756，120.227488,到期日:114.12.31
民營停車場,110063,台灣聯通台南赤崁停車場,臺南市中西區赤崁街61號旁（赤崁段162、163地號）,02-25235000,-1,0,1,1,0,1,0,0,24小時,臨停每小時80元；月租每月5，000元。,22.998757，120.202583,到期日:114.02.28
民營停車場,110064,TimesUniqlo台南文賢路店平面停車場,臺南市北區文賢路996號,02-2504-6098,-1,0,45,1,1,1,0,0,24小時,臨停:週一至週五計時每半小時10元，週六至週日計時每半小時20元。 其他月租或優惠依現場公告為主。,23.012586，120.194221,到期日:115.03.31
民營停車場,110066,永固便利停車新凱旋停車場,臺南市東區臺南市東區東光路一段與凱旋路交叉口空地,06-2007163,-1,0,296,6,7,1,0,0,24小時,臨停每小時50元；月租每月5，000元。 其他月租或優惠依現場公告為主。 ,22.993337，120.229790,到期日：113.10.31
民營停車場,110068,林森停車場,臺南市北區林森路三段138號旁（仁愛段76-4地號）,06-3121033,-1,0,115,4,3,3,0,0,24小時,臨停:每小時40元。 月租:每月3，500元。 ,23.005235，120.225037,到期日:111.12.31
民營停車場,110070,永大一路251巷停車場,臺南市永康區永大一路251巷（大灣段6547地號）,0928349010,-1,0,12,1,0,0,0,0,24小時,月租:每月1，000元,23.016189，120.255252,到期日:115.09.13
民營停車場,110071,和雲台南富農街停車場,臺南市東區富農街一段209號旁（富農段294地號）,02-55890899,-1,0,15,1,1,1,0,0,24小時,臨停:每小時30元。 月租:每月3，500元。 ,22.983683，120.235156,到期日:113.06.30
民營停車場,110072,五都停車場車寶貝二站,臺南市歸仁區高鐵二路與歸仁十路交叉口（武東段264-1地號）,0929910000,-1,0,56,2,2,2,0,0,24小時,每小時20元,22.925590，120.281924,到期日:115.07.14
民營停車場,110073,五都停車場高鐵台南二站,臺南市歸仁區高鐵一路（武東段366-9至366-11地號）,0923950000,-1,0,83,2,2,2,0,0,24小時,每小時20元,22.922345，120.282878,到期日:115.07.31
民營停車場,110074,善新停車場,臺南市善化區善新大道近龍目井路(善新段90地號),0978173835,-1,0,112,2,0,0,0,0,24小時,其他月租或優惠依現場公告為主。,23.111524，120.310671,到期日:114.08.27
民營停車場,110075,竑穗安平古堡停車場,臺南市安平區安平路185號（漁港段85地號）,06-2289846,-1,5,39,2,1,1,0,0,24小時,大型車：每次每日200元，月租每月3，000元。 小型車：每小時40元，月租每月2，200元。 ,22.999973，120.160328,到期日:112.09.29
民營停車場,110079,衛生福利部臺南醫院收費停車場,臺南市中西區臺南市中西區中山路125號,06-2200055#2506,-1,0,253,8,6,6,460,10,24小時 ,汽車：每半小時30元。 機車：每次20元，每12小時累計1次。 ,22.995136，120.20891,到期日:113.09.19
民營停車場,110080,新營區三民路站前停車場,臺南市新營區臺南市新營區三民路與三民路8巷交叉口（民族段706地號）,06-6322015,-1,0,79,2,2,2,428,10,24小時,小型車每日每次30元，機車每日每次10元，未滿1小時均免費。,23.307545，120.321039,到期日:111.08.30
民營停車場,110081,宏益停車場,臺南市永康區臺南市永康區中山路411號旁,06-2327260,-1,0,0,0,0,0,186,4,05:30~23:00,按日次收費，每日20元。,23.037419，120.254003,到期日：115.09.30
民營停車場,110082,方便停台南府前場停車場,臺南市安平區安平區府前路2段612號旁,0800-000-407,-1,0,40,1,1,1,0,0,24小時,臨停:每半小時40元，當日最高300元。 月租:每月3，000元。 ,22.993673，120.184637,到期日:112.10.14
民營停車場,110083,方便停台南中華西路場停車場,臺南市中西區中西區中華西路2段76號旁,0800-000-407,-1,0,7,1,0,1,0,0,24小時,臨停:每半小時40元，當日最高300元。 月租:每月3，000元。 ,22.994034，120.186776,到期日:112.10.19
民營停車場,110084,竑穗成大勝利停車場,臺南市東區東寧路15巷近長榮路3段,06-2289846,-1,0,84,2,2,2,0,0,24小時,平日每小時60元，假日每小時70元。 月租每月3，000元。 ,22.992926，120.220918,到期日:113.10.20
民營停車場,110085,化石館停車場,臺南市左鎮區榮和里61-23號對面,0952465905,-1,0,27,1,1,1,0,0,每半小時30元,24小時,23.064119，120.388915,到期日:113.04.14
民營停車場,110086,竑穗兵仔市停車場,臺南市永康區中華一路65號旁,06-2289846,-1,0,29,1,1,1,0,0,24小時,臨停每小時60元。 月租每月3，500元，固定車位5，500元。 ,23.004193，120.236711,到期日:113.08.31
民營停車場,110087,康睿大樓地下停車場,臺南市新營區隋唐街218號B1、B2,06-6592345,-1,0,35,1,1,1,0,0,07:30至18:00，週六、週日不開放。,每小時20元,23.308444，120.300368,到期日:115.11.07
民營停車場,110088,台灣聯通台南忠義停車場,臺南市中西區忠義路2段177號旁(觀音段718、726、727、728地號),02-2523-5000,-1,0,13,1,1,0,0,0,24小時,臨停平日每半小時15元，假日每半小時30元； 月租5，000元。 ,22.996748，120.204157,到期日:115.06.15
民營停車場,110089,三亞停車場,臺南市新市區新市區富安七街32號旁,0932868931,-1,0,17,1,0,0,0,0,24小時,月租每月2，000元,23.083189，120.294399,到期日:115.11.15
民營停車場,110090,田橋停車場,臺南市新市區新市區富安五街22號旁,0912173588,-1,0,29,1,0,0,0,0,24小時,月租每月1，800元,23.081825，120.291493,到期日:115.11.15
民營停車場,110091,嘟嘟房台南和緯站停車場,臺南市北區和緯路2段53號對面,02-26550818,-1,0,47,1,1,1,0,0,24小時,臨停每小時30元 月租每月2，500元 ,23.011136，120.209889,到期日:113.09.30
民營停車場,110092,善西停車場,臺南市善化區蓮潭南街與善新西路交叉口（善新段271-1地號）,0929761632,-1,0,10,1,0,0,0,0,24小時,月租每月1，500元,23.110980，120.303032,到期日:115.08.02
民營停車場,110093,衛生福利部新營醫院附設停車場,臺南市新營區臺南市新營區信義街73號(民治段359地號),06-6351131#2308,-1,0,77,3,2,1,0,0,24小時,臨停:每小時20元。 其他月租或優惠依現場公告為主。,23.308246，120.313372,到期日：115.11.28
民營停車場,110094,俥亭永康復華停車場,臺南市永康區復華一街180號對面（永華段1390地號）,06-3121033,-1,0,29,1,1,1,0,0,24小時,臨停:每小時30元。 月租:每月3，000元。 ,23.005519，120.241833,到期日:115.12.01
民營停車場,110095,新長越民權路停車場,臺南市中西區臺南市中西區民權路2段254號空地（新美段578地號）,02-27785756,-1,0,14,1,0,1,0,0,24小時,平日每半小時30元，假日每半小時50元。 其他月租或優惠依現場公告為主,22.996007，120.200376,到期日:112.10.31
民營停車場,110096,Times台南民族路二段停車場,臺南市中西區臺南市中西區民族路2段149號旁（中山段500地號部份）,0800888924,-1,0,5,1,0,1,0,0,24小時,平日每15分鐘15元，假日每15分鐘25元。 其他月租或優惠依現場公告為主。,22.995079，120.207371,到期日:112.10.31
民營停車場,110097,GoParking台南永康五福街停車場,臺南市永康區五福街71號旁（南新段476-2地號）,0965338876,-1,0,39,1,1,1,0,0,24小時,臨停每30分鐘30元，月租每月3，000元。,23.013376，120.233942,到期日:112.11.03
民營停車場,110098,ViViPARK台南東安路停車場,臺南市東區東安路241號對面（光明段613-2、613-4、635地號）,02-25366655,-1,0,34,1,1,1,0,0,24小時,臨停平日每半小時15元，假日每半小時30元(停車未滿1小時以1小時計費，逾1小時以上，未滿半小時以半小時計費)； 月租每月6，000元。 ,22.996197，120.227295,到期日:115.12.16
民營停車場,110099,竑穗中醫安南停車場,臺南市安南區臺南市安南區長和路二段66號(長和段865、865-1、866地號),06-356-3290,-1,0,190,6,4,4,0,0,24小時,每小時30元,23.064159，120.223784,到期日:111.12.31
民營停車場,110101,國賓停車場,臺南市北區成功路2號B3,06-2223316,-1,0,82,1,1,1,0,0,24小時,第1小時40元，第2小時(以後)每小時30元。停車時數未滿1小時者，以1小時計費，停車時數超過1小時以上，其超過之不滿1小時部分，如不逾30分鐘者，以半小時計費，如逾30分鐘者，仍以1小時計費。每日最高200元。,22.997992，120.211422,到期日:115.05.31
民營停車場,110103,台南活水路樹谷園區停車場,臺南市新市區活水路1號,06-588-9955,-1,0,242,6,6,11,32,0,24小時,臨停每小時20元。 月租每月2，000元(不含星期六、日及國定假日)。 其他月租或優惠依現場公告為主。,23.104445，120.261405,到期日:115.11.15
民營停車場,110104,新化區廣停二地下停車場,臺南市新化區中正路498號B1~B3,06-5905599,-1,0,52,2,2,1,0,0,24小時,臨停每次50元。 月租每月1，800元。 ,23.038342，120.307527,到期日:115.12.15
民營停車場,110106,竑穗善化中正停車場,臺南市善化區光明路70號旁（善中段332地號）,06-2289846,-1,0,8,1,1,1,0,0,24小時,臨停每小時40元，月租每月1，500元。,23.130524，120.294323,到期日:114.10.14
民營停車場,110107,育成好好停車場,臺南市北區育成路191巷31弄（北元段354地號）,0974277232,-1,0,32,1,0,0,0,0,24小時,月租每月1，700元,23.017828，120.206052,到期日:115.12.23
民營停車場,110108,Times台南歸仁大道停車場,臺南市歸仁區台南市歸仁區歸仁大道與歸仁五路交叉口(武東段142地號),0987753515,-1,0,201,4,4,4,0,0,24小時,每次60元，隔日另計。,22.928397，120.285160,到期日:114.12.31
民營停車場,110109,豪堤紙袋股份有限公司收費停車場,臺南市永康區中正二街589號（鹽中段1005地號）,06-2427811,-1,0,14,1,0,0,0,0,24小時,月租每月4，000元,23.034582，120.242574,到期日:115.12.29
民營停車場,110113,台灣聯通台南虎尾寮停車場,臺南市東區富農街1段131巷54號旁（富農段619、635、712地號）,02-25235000,-1,0,52,2,2,1,0,0,24小時,臨停每小時30元，月租每月5，000元。,22.981927，120.232678,到期日:115.11.14
民營停車場,111001,佳里光復停車場,臺南市佳里區和平街168號旁,0970853123,-1,0,45,2,1,1,0,0,24小時,臨停每小時20元，月租每月1，500元。,23.162515，120.175400,到期日:114.03.31
民營停車場,111002,多多停車場,臺南市善化區陽光大道小新國小對面（善新段207、208地號）,0953149519,-1,0,47,1,1,1,0,0,24小時,臨停每小時30元，月租每月1，800元。,23.115707，120.307757,到期日:115.04.19
民營停車場,111004,震禾企業善化陽光停車場,臺南市善化區陽光三路232巷2號旁（善新段38地號）,0908377689,-1,0,46,1,1,1,0,0,24小時,臨停每半小時20元，月租每月3，000元。,23.115702，120.309700,到期日:116.01.17
民營停車場,111005,上御亭鹽埕停車場,臺南市南區金華路1段484巷99弄（鹽埕段270、270-4、270-17、270-21地號）,07-2250198,-1,0,128,3,0,0,0,0,24小時,月租每月3，000元,22.972075，120.193752,到期日:115.08.19
民營停車場,111006,台灣聯通永康中正停車場,臺南市永康區中正路788號旁（鹽東段1172、1173-2地號）,02-25235000,-1,0,7,1,0,1,0,0,24小時,臨停每小時30元，月租每月5，000元。,23.037516，120.241516,到期日:115.07.31
民營停車場,111007,山上花園水道博物館停車場,臺南市山上區山上里16號（大新段334、456地號）,06-5781900,-1,10,117,3,3,1,0,0,09:30至17:30,大型車每次100元，小型車每次30元，以4小時計次。,23.096233，120.361000,到期日:116.01.21
民營停車場,111008,和P停車場,臺南市安平區中華西路二段345號旁（新南段23-42地號）,0976529592,-1,0,10,1,0,1,0,0,24小時,每小時60元，以半小時計費。,22.993556，120.186602,到期日:113.01.23
民營停車場,111009,嘟嘟房高鐵台南站停車場,臺南市歸仁區歸仁大道100號,06-601-952502-2655-1516,-1,0,645,15,24,2,433,9,24小時,臨停費率:汽車每小時30元，每日最高180元；機車每小時10元，每日最高50元。 月租部份:汽車每月3，600元；機車每月900元。 停車30分鐘內免費，入場後第1小時，以1小時計費。第2小時起，未滿半小時以半小時計費，逾半小時以1小時計費。,22.925709，120.284688,到期日:115.12.31
民營停車場,111010,城市車旅太子成大勝利停車場,臺南市東區勝利路116號成大校友會館B1~B3,0800208333,-1,0,254,6,6,6,761,16,24小時,臨停：小型車每小時60元，機車每小時20元。 月租：小型車6，000元，機車500元。 ,22.995860，120.218982,到期日:114.01.26
民營停車場,111012,和雲台南蓮潭北三街停車場,臺南市善化區蓮潭北三街（善新段143地號）,0809050550,-1,0,21,1,0,0,0,0,24小時,月租每月2，000元,23.118423，120.307609,到期日:115.08.15
民營停車場,111013,MITSUIOUTLETPARK台南顧客停車場,臺南市歸仁區歸仁大道101號,06-3033030,-1,0,1632,35,36,11,897,20,24小時,汽車：(08:00~23:59)平日每小時30元，假日每小時50元； (00:00~07:59)平假日每小時100元。 機車：(08:00~23:59)平日每小時10元，假日每小時20元； (00:00~07:59)平假日每小時50元。 ,22.925176，120.287385,到期日:116.02.17
民營停車場,111014,竑穗華平二站停車場,臺南市安平區臺南市安平區華平路515號旁(金華段51-7地號),06-2289846,-1,0,17,1,1,1,0,0,24小時,臨停每小時40元，月租3，000元。 其他月租或優惠依現場公告為主。 ,22.994064，120.175394,到期日：113.12.31
民營停車場,111015,新樓醫院停車場,臺南市東區東門路1段57號,0975166001,-1,0,136,4,4,2,0,0,24小時,進場停車20分鐘內免費(不含20分)。停車每小時30元，未滿30分鐘以15元計收，每日最高收費250元，隔日累計之。,22.989099，120.212687,到期日:115.12.31
民營停車場,111016,和雲台南龍目井路停車場,臺南市新市區龍目井路99號對面（營新段14地號）,0809050550,-1,0,143,3,3,3,0,0,24小時,平日每小時20元，假日每小時30元； 月租每月1，800元。 ,23.110344，120.307624,到期日:115.08.15
民營停車場,111017,麻豆市五停車場,臺南市麻豆區臺南市麻豆區中正路80號(保安段347地號),06-570-6776,-1,0,89,1,1,1,0,0,早上5:00至晚上21:00,臨停:小型車每次30元。 年租:一般民眾12，000元;會員8，000元;代表4，000元。,23.186097，120.249837,到期日:112.12.31
民營停車場,111019,和雲台南蓮潭路停車場,臺南市善化區蓮潭路61號旁（善新段119-1地號）,0809050550,-1,0,81,2,2,2,0,0,24小時,臨停每小時20元；月租1，800元。,23.113450，120.308970,到期日:113.08.15
民營停車場,111020,BUBU恰恰停車場,臺南市安南區怡安路2段（怡中段456、467地號）,06-2919966,-1,0,86,2,2,2,0,0,24小時,(06:00~24:00)平日每小時20元，假日每小時30元； (00:00~06:00)平假日每小時10元。 月租2，000元。 ,23.044626，120.196100,到期日:114.04.30
民營停車場,111021,竑穗新營和平停車場,臺南市新營區新進路2段109號B1,06-2289846,-1,0,27,1,1,1,0,0,24小時,臨停每小時30元，月租1，500元。,23.300221，120.310002,到期日:115.08.15
民營停車場,111022,台南翔勝停車場,臺南市永康區勝華街37巷（兵北段303、260、277-9地號）,0973987018,-1,0,36,1,1,1,0,0,24小時,臨停每小時40元(以半小時計費)，當日最高300元；月租3，000元。,23.004706，120.233746,到期日:116.03.14
民營停車場,111024,台南都會公園文賢停車場,臺南市仁德區臺南市仁德區文華路二段62號(公園段230~234地號等5筆土地),06-266-0808,-1,0,687,22,14,2,214,4,24小時,平日：大客車每小時80元，當次最高200元；小客車每小時30元，當次最高180元。 假日：大客車每小時100元，當次最高300元；小客車每小時40元，當次最高240元。 (以上收費第1小時以小時計費，之後以半小時計費。) 其他月租或優惠依現場公告為主。,22.936676，120.228188,到期日:113.01.03
民營停車場,111025,奇美博物館P1,臺南市仁德區臺南市仁德區文華路二段62號(奇美博物館正門南側),06-2660800,-1,60,81,4,4,2,0,0,24小時,平日：大客車每小時80元，當次最高200元；小客車每小時30元，當次最高180元。 假日：大客車每小時100元，當次最高300元；小客車每小時40元，當次最高240元。 (以上收費第1小時以小時計費，之後以半小時計費。) 其他月租或優惠依現場公告為主。,22.934484，120.221216,到期日:111.11.30
民營停車場,111026,奇美博物館P2,臺南市仁德區臺南市仁德區文華路二段62號(奇美博物館正門北側),06-2660800,-1,0,185,7,4,1,0,0,24小時,平日：小客車每小時30元，當次最高180元。 假日：小客車每小時40元，當次最高240元。 (以上收費第1小時以小時計費，之後以半小時計費。) 其他月租或優惠依現場公告為主。 ,22.934484，120.221216,到期日:111.11.30
民營停車場,111027,奇美博物館P3,臺南市仁德區臺南市仁德區文華路二段62號(文華路虎山橋旁),06-2660800,-1,0,63,2,2,1,309,6,24小時,平日：小客車每小時30元，當次最高180元。 假日：小客車每小時40元，當次最高240元。 (以上收費第1小時以小時計費，之後以半小時計費。) 其他月租或優惠依現場公告為主。,22.937478，120.224646,到期日:111.11.30
民營停車場,111028,和雲台南善新西路停車場,臺南市善化區善新西路近蓮潭南街（善新段270地號）,0809050550,-1,0,19,1,0,0,0,0,24小時,月租每月2，000元。,23.111162，120.302965,到期日:115.08.15
民營停車場,111029,竑穗成功大學醫學中心附屬停車場,臺南市北區臺南市北區勝利路138號（東興段845地號）,0800208333,-1,0,55,2,2,2,62,2,24小時,汽車：第1小時50元，爾後每半小時加收25元，24小時內最高收費600元。 機車：每次20元。 ,23.001281，120.218925,到期日:114.12.31
民營停車場,111030,寶盛台南武聖光賢停車場,臺南市中西區中華西路2段580巷21弄（武聖段2288-4地號）,07-3137601,-1,0,80,2,2,2,0,0,24小時,每小時30元，當日最高收費600元。 月租3，500元。 ,23.003618，120.187727,到期日:115.11.29
民營停車場,111032,育善停車場,臺南市佳里區佳里區育善街（安西段225地號）,0934137869,-1,0,6,1,0,0,0,0,24小時,月租3，000元。,23.165459，120.169156,到期日:115.12.20
民營停車場,111033,五都停車場高鐵台南六站,臺南市歸仁區武當路（武東段262、263地號）,0929910000,-1,0,451,10,10,10,0,0,24小時,每小時20元,22.926792，120.282996,到期日:115.02.21
民營停車場,111034,五都停車場高鐵台南旗艦站,臺南市歸仁區高鐵二路與高鐵大道交叉口（武東段269地號）,0929910000,-1,0,616,14,14,14,0,0,24小時,每小時20元,22.924420，120.282463,到期日:115.07.11
民營停車場,111035,竑穗中醫安南第五停車場,臺南市安南區長和路2段66號（和農段925地號部分）,0800208333,-1,0,308,7,7,7,0,0,24小時,臨停每小時30元，月租3，000元。,23.067682，120.223354,到期日:116.03.28
民營停車場,111037,GoParking台南永康五福街第二停車場,臺南市永康區五福街71號旁（南新段466、466-1、467、467-1、476-1地號）,0965338876,-1,0,27,1,0,0,0,0,24小時,月租每月5，000元。,23.013025，120.233135,到期日:113.11.03
民營停車場,111041,台灣聯通台南莊敬停車場,臺南市東區莊敬路270號對面(東光段51-16、51-17、51-18、51-19地號等4筆土地),02-2523-5000,-1,0,144,3,3,1,0,0,24小時,臨停平日每小時40元，假日每小時60元； 月租每月5，000元。 其他月租或優惠依現場公告為主。,22.997197，120.233599,到期日:115.12.15
民營停車場,111042,Times藏壽司台南中華西路店停車場,臺南市中西區中華西路2段625號(頂美段1325、1328、1329地號),0800888924,-1,0,43,1,1,1,0,0,24小時,平日每小時20元，假日每小時40元(以半小時計費，連續停放24小時內最高收費100元)。,23.000096，120.186657,到期日:116.03.21
民營停車場,111043,TimesUniqlo台南新營復興路店平面停車場,臺南市新營區復興路490號,02-2504-6098,-1,0,38,1,1,1,0,0,24小時,週一至週五每小時20元，週六至週日每小時40元(以半小時計費，入場24小時內最高收費200元)。 其他月租或優惠依現場公告為主。,23.305284，120.299050,到期日:115.12.01
民營停車場,111044,城市車旅國際停車場,臺南市新市區國際路13號3F、4F,0800208333,-1,0,126,2,2,2,0,0,24小時,月租3，000元,23.079138，120.297998,到期日:115.03.31
民營停車場,111045,大臺南會展中心停車場,臺南市歸仁區歸仁十二路3號（武東段276地號）,02-87805688,-1,0,518,12,12,8,449,10,24小時,臨停：小型車每小時40元，機車每次20元。 月租：小型車6，000元，機車600元。 (電動小型車每小時60元),22.920177，120.285059,到期日:116.04.18
民營停車場,111046,竑穗家樂福安平店停車場,臺南市中西區中華西路2段16號3樓,06-2289846,-1,0,162,4,4,4,0,0,24小時,臨停每小時40元(第1小時以小時計費，之後以半小時計費。)；月租3，000元。,22.987627，120.187021,到期日:116.04.19
民營停車場,111047,鼎豐國際開發股份有限公司怡平停車場,臺南市安平區怡平路與健康二街交叉口(金華段50、50-1~50-4地號共5筆土地),0906521332,-1,0,13,1,0,1,0,0,24小時,每小時30元,22.993792，120.174372,到期日:116.04.19
民營停車場,111048,盛川永康停車場,臺南市永康區臺南市永康區臺鐵永康站旁（四維段48、49、50、51、52地號）,0932495212,-1,0,0,0,0,0,61,1,24小時,每日每次25元 其他月租或優惠依現場公告為主。,23.038187，120.253387,到期日：112.11.25
