Unnamed: 0,匯入時間,統計時間,區域別代碼,縣市,鄉鎮市區,村里,戶數,人口數,人口數-男,人口數_人口數_女,人口數_0歲_男,人口數_0歲_女,人口數_1歲_男,人口數_1歲_女,人口數_2歲_男,人口數_2歲_女,人口數_3歲_男,人口數_3歲_女,人口數_4歲_男,人口數_4歲_女,人口數_5歲_男,人口數_5歲_女,人口數_6歲_男,人口數_6歲_女,人口數_7歲_男,人口數_7歲_女,人口數_8歲_男,人口數_8歲_女,人口數_9歲_男,人口數_9歲_女,人口數_10歲_男,人口數_10歲_女,人口數_11歲_男,人口數_11歲_女,人口數_12歲_男,人口數_12歲_女,人口數_13歲_男,人口數_13歲_女,人口數_14歲_男,人口數_14歲_女,人口數_15歲_男,人口數_15歲_女,人口數_16歲_男,人口數_16歲_女,人口數_17歲_男,人口數_17歲_女,人口數_18歲_男,人口數_18歲_女,人口數_19歲_男,人口數_19歲_女,人口數_20歲_男,人口數_20歲_女,人口數_21歲_男,人口數_21歲_女,人口數_22歲_男,人口數_22歲_女,人口數_23歲_男,人口數_23歲_女,人口數_24歲_男,人口數_24歲_女,人口數_25歲_男,人口數_25歲_女,人口數_26歲_男,人口數_26歲_女,人口數_27歲_男,人口數_27歲_女,人口數_28歲_男,人口數_28歲_女,人口數_29歲_男,人口數_29歲_女,人口數_30歲_男,人口數_30歲_女,人口數_31歲_男,人口數_31歲_女,人口數_32歲_男,人口數_32歲_女,人口數_33歲_男,人口數_33歲_女,人口數_34歲_男,人口數_34歲_女,人口數_35歲_男,人口數_35歲_女,人口數_36歲_男,人口數_36歲_女,人口數_37歲_男,人口數_37歲_女,人口數_38歲_男,人口數_38歲_女,人口數_39歲_男,人口數_39歲_女,人口數_40歲_男,人口數_40歲_女,人口數_41歲_男,人口數_41歲_女,人口數_42歲_男,人口數_42歲_女,人口數_43歲_男,人口數_43歲_女,人口數_44歲_男,人口數_44歲_女,人口數_45歲_男,人口數_45歲_女,人口數_46歲_男,人口數_46歲_女,人口數_47歲_男,人口數_47歲_女,人口數_48歲_男,人口數_48歲_女,人口數_49歲_男,人口數_49歲_女,人口數_50歲_男,人口數_50歲_女,人口數_51歲_男,人口數_51歲_女,人口數_52歲_男,人口數_52歲_女,人口數_53歲_男,人口數_53歲_女,人口數_54歲_男,人口數_54歲_女,人口數_55歲_男,人口數_55歲_女,人口數_56歲_男,人口數_56歲_女,人口數_57歲_男,人口數_57歲_女,人口數_58歲_男,人口數_58歲_女,人口數_59歲_男,人口數_59歲_女,人口數_60歲_男,人口數_60歲_女,人口數_61歲_男,人口數_61歲_女,人口數_62歲_男,人口數_62歲_女,人口數_63歲_男,人口數_63歲_女,人口數_64歲_男,人口數_64歲_女,人口數_65歲_男,人口數_65歲_女,人口數_66歲_男,人口數_66歲_女,人口數_67歲_男,人口數_67歲_女,人口數_68歲_男,人口數_68歲_女,人口數_69歲_男,人口數_69歲_女,人口數_70歲_男,人口數_70歲_女,人口數_71歲_男,人口數_71歲_女,人口數_72歲_男,人口數_72歲_女,人口數_73歲_男,人口數_73歲_女,人口數_74歲_男,人口數_74歲_女,人口數_75歲_男,人口數_75歲_女,人口數_76歲_男,人口數_76歲_女,人口數_77歲_男,人口數_77歲_女,人口數_78歲_男,人口數_78歲_女,人口數_79歲_男,人口數_79歲_女,人口數_80歲_男,人口數_80歲_女,人口數_81歲_男,人口數_81歲_女,人口數_82歲_男,人口數_82歲_女,人口數_83歲_男,人口數_83歲_女,人口數_84歲_男,人口數_84歲_女,人口數_85歲_男,人口數_85歲_女,人口數_86歲_男,人口數_86歲_女,人口數_87歲_男,人口數_87歲_女,人口數_88歲_男,人口數_88歲_女,人口數_89歲_男,人口數_89歲_女,人口數_90歲_男,人口數_90歲_女,人口數_91歲_男,人口數_91歲_女,人口數_92歲_男,人口數_92歲_女,人口數_93歲_男,人口數_93歲_女,人口數_94歲_男,人口數_94歲_女,人口數_95歲_男,人口數_95歲_女,人口數_96歲_男,人口數_96歲_女,人口數_97歲_男,人口數_97歲_女,人口數_98歲_男,人口數_98歲_女,人口數_99歲_男,人口數_99歲_女,人口數_100歲以上_男,人口數_100歲以上_女
2911,20211201,202109,67000210004,臺南市,安定區,安加里,947,2517,1356,1161,12,4,5,3,10,5,10,5,8,10,11,7,13,7,12,15,13,9,15,11,7,9,6,3,12,7,12,6,7,5,13,8,11,11,14,8,15,18,14,16,13,13,17,19,10,10,19,9,10,18,14,17,21,11,27,14,18,18,14,12,13,15,19,10,20,14,15,16,20,12,15,18,18,17,22,21,20,21,23,17,22,17,29,20,19,21,21,23,20,13,27,18,15,10,24,18,12,19,21,22,15,10,18,25,24,15,31,22,21,15,25,22,19,21,22,16,29,20,18,15,17,16,21,19,19,17,25,12,24,15,19,14,18,13,16,17,17,9,15,14,17,14,10,8,9,7,9,6,5,7,8,4,7,11,11,14,5,8,11,9,12,9,7,6,7,12,6,14,10,7,3,11,6,6,6,7,6,5,0,3,2,3,3,3,2,3,0,0,0,1,0,0,0,3,1,3,0,0,0,0,2,0
2912,20211201,202109,67000210006,臺南市,安定區,港尾里,577,1732,895,837,3,4,6,5,3,2,4,10,6,8,8,3,6,6,8,9,7,10,13,9,4,6,6,2,6,7,5,6,7,7,13,8,15,7,8,8,10,8,11,9,10,13,13,14,10,8,8,12,9,8,13,12,7,8,5,8,10,6,9,3,10,9,11,8,9,10,16,16,12,10,15,14,6,9,19,18,16,13,16,9,20,10,22,14,15,11,12,10,14,14,14,15,8,12,11,13,8,8,9,7,11,12,14,13,10,15,17,15,14,8,13,13,13,15,12,13,11,11,15,16,24,18,13,20,16,9,9,17,16,10,19,18,16,10,12,15,17,12,7,6,9,5,9,6,8,9,6,9,7,1,3,4,2,1,3,10,9,7,5,1,5,10,4,8,3,6,6,2,6,5,3,6,5,4,3,3,2,3,3,3,2,4,0,3,0,1,4,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0
2913,20211201,202109,67000210007,臺南市,安定區,中榮里,790,2132,1095,1037,9,4,8,9,9,11,6,12,16,17,20,17,8,9,13,12,10,8,18,12,10,14,12,6,18,11,16,8,13,15,15,11,9,14,13,10,17,9,22,11,16,20,12,12,11,9,18,8,16,12,9,9,10,11,13,8,13,7,16,15,16,5,20,15,11,20,20,14,10,19,16,12,16,16,15,21,22,19,29,30,17,31,28,28,19,27,31,24,25,30,26,21,21,14,17,20,21,19,19,16,15,16,17,11,22,18,14,12,12,10,16,17,13,11,12,18,22,12,13,11,11,11,13,13,10,14,11,7,16,8,10,10,11,16,8,9,7,6,7,6,7,5,5,5,4,8,5,2,1,1,1,2,3,3,2,3,2,3,2,6,2,4,1,4,2,1,1,5,0,0,0,3,0,5,1,4,0,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,20211201,202109,67000210008,臺南市,安定區,港口里,1188,3438,1737,1701,15,13,14,12,17,16,16,9,16,11,19,14,9,12,11,22,15,16,17,20,11,19,9,13,14,16,14,14,18,13,19,15,18,13,16,13,15,18,20,19,11,23,18,27,17,25,18,21,16,25,32,26,23,14,26,20,27,17,34,27,31,22,23,26,35,25,27,25,28,29,23,20,41,32,31,29,31,23,27,31,43,38,30,38,42,39,33,15,37,30,32,33,22,31,21,28,31,24,24,16,18,28,30,23,28,21,23,23,31,25,33,28,26,20,29,32,36,29,21,23,35,30,27,24,24,28,19,22,17,18,25,25,21,10,16,28,20,9,12,20,23,24,8,7,9,12,7,6,7,6,6,3,4,8,7,5,12,15,4,2,5,14,3,6,1,11,4,4,2,3,0,5,2,7,1,5,0,3,1,4,0,0,1,1,1,1,0,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0
2915,20211201,202109,67000210009,臺南市,安定區,港南里,1109,3114,1579,1535,14,16,11,11,13,18,18,14,23,14,18,16,10,15,7,9,12,17,13,14,6,5,12,4,14,7,5,13,10,9,11,12,9,14,10,7,20,14,16,17,15,11,31,17,17,20,21,16,27,24,30,16,18,16,30,19,21,20,31,24,26,21,23,21,24,25,25,22,21,26,23,36,38,23,28,33,28,30,41,30,30,32,31,40,34,28,33,19,27,28,27,21,19,28,28,16,21,25,19,24,24,15,20,25,26,20,23,19,16,29,21,29,22,25,25,15,34,32,20,32,28,26,28,17,21,16,23,25,15,20,18,25,16,22,18,19,12,15,12,18,21,15,9,5,17,11,7,8,2,7,6,9,10,7,4,8,6,6,3,5,4,6,6,5,4,6,2,3,0,4,4,3,3,7,1,6,4,2,0,3,1,2,2,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2916,20211201,202109,67000210012,臺南市,安定區,中沙里,262,788,406,382,2,1,3,1,3,3,4,7,0,2,3,1,5,3,1,4,0,4,4,3,2,3,1,1,2,0,2,0,3,2,1,2,3,2,1,4,1,5,1,4,7,5,5,4,6,3,5,2,7,10,6,3,9,4,7,7,13,3,3,6,6,5,9,5,8,9,1,5,6,2,6,5,3,6,3,6,5,5,9,12,3,2,6,7,3,4,8,3,7,7,5,6,6,6,7,4,8,7,6,8,7,2,8,6,8,9,8,6,9,6,8,6,4,3,7,4,5,6,8,7,2,5,10,8,5,4,8,7,6,6,8,7,7,5,9,4,7,4,2,6,6,5,2,6,1,5,4,5,3,3,5,3,1,5,2,3,0,4,5,1,3,2,4,3,1,1,2,2,2,1,0,0,1,2,1,3,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,20211201,202109,67000210013,臺南市,安定區,新吉里,1031,2810,1448,1362,9,10,13,3,11,15,6,9,9,5,18,7,21,11,7,12,12,9,13,10,11,3,6,3,4,5,10,6,13,2,20,12,9,14,12,13,13,17,13,5,18,17,29,12,17,13,18,16,26,14,25,17,15,23,28,26,19,24,24,13,24,23,19,24,17,19,20,21,24,13,23,19,20,14,21,25,24,25,21,33,30,27,24,28,30,22,31,21,35,27,34,22,23,29,28,24,16,20,23,21,17,27,28,28,20,17,20,26,17,18,28,27,20,28,22,20,22,18,27,28,19,16,23,26,24,22,20,22,16,21,18,20,25,20,12,8,13,16,19,18,18,21,8,14,8,6,5,13,5,4,4,4,5,4,5,5,8,9,3,8,5,0,7,7,2,5,3,5,4,4,1,4,3,6,1,4,0,3,1,3,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2918,20211201,202109,67000210014,臺南市,安定區,海寮里,958,2912,1502,1410,6,10,11,11,10,9,9,10,12,13,6,9,8,8,6,12,11,9,9,7,15,8,8,5,12,6,7,9,5,9,10,8,8,16,15,10,12,8,13,21,17,18,23,14,26,20,27,10,16,20,24,20,21,19,23,19,26,13,18,28,24,22,19,19,20,26,27,15,23,16,16,15,30,27,25,23,21,20,26,21,29,22,25,20,28,25,20,18,26,19,22,21,16,25,21,22,26,20,18,14,14,23,29,16,20,23,31,20,22,22,34,22,23,23,28,33,28,33,28,30,32,35,19,10,29,16,19,28,28,15,31,24,17,23,15,16,15,16,26,11,24,26,12,13,10,8,10,12,5,9,4,8,2,4,7,7,5,13,9,7,6,6,8,11,4,9,5,3,6,10,3,5,5,6,3,2,0,4,5,5,1,6,1,1,1,1,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2919,20211201,202109,67000210017,臺南市,安定區,文科里,622,1841,956,885,4,2,8,4,5,1,10,4,14,11,5,5,2,10,5,2,8,9,9,3,3,3,3,6,6,4,11,5,7,11,10,8,11,7,11,10,7,11,12,11,9,12,11,19,10,8,8,17,12,15,11,13,7,9,15,8,14,6,13,8,18,15,11,7,16,15,15,13,6,6,16,6,15,4,17,12,19,14,12,16,15,20,9,20,12,15,18,14,13,15,11,16,12,13,9,13,12,15,16,10,17,24,15,7,16,11,18,16,19,10,17,15,19,19,17,10,15,22,20,12,17,15,16,12,13,12,19,8,11,10,17,11,13,10,10,10,7,11,15,7,12,9,5,8,8,4,6,7,5,5,4,6,6,8,9,11,4,6,7,7,5,4,6,6,7,6,6,3,5,7,4,6,2,10,2,6,1,3,2,3,3,2,2,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2920,20211201,202109,67000210018,臺南市,安定區,嘉同里,877,2669,1383,1286,7,10,7,7,14,9,7,10,12,13,8,13,18,8,6,6,12,9,9,10,5,8,3,2,1,5,6,5,9,4,9,9,16,5,13,9,16,13,11,16,16,13,20,15,17,15,19,26,20,24,16,17,22,23,14,18,22,24,18,19,22,22,27,11,18,18,22,22,23,18,23,19,22,19,29,24,29,23,26,21,26,12,26,20,27,18,18,22,27,17,21,17,18,22,21,24,18,15,28,24,19,21,20,22,19,16,31,16,27,24,30,20,26,22,22,26,30,26,16,24,30,22,22,24,25,29,18,17,16,19,21,9,25,17,21,14,11,12,11,16,17,21,7,10,9,10,7,15,2,4,6,5,0,8,5,9,7,3,4,6,8,3,5,6,5,13,1,3,4,2,3,1,1,1,0,3,1,1,1,4,0,0,1,4,1,2,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
2921,20211201,202109,67000220001,臺南市,山上區,明和里,741,1857,965,892,7,8,6,5,4,7,5,4,6,4,2,6,3,6,5,1,2,10,9,4,7,4,2,3,3,9,5,4,4,4,6,5,6,9,12,8,7,11,6,11,22,13,12,11,10,10,12,17,11,8,17,14,14,10,13,11,14,12,11,11,13,10,11,16,11,9,12,4,18,7,10,6,20,13,15,11,17,7,19,10,12,21,12,10,9,6,14,14,9,13,13,10,11,20,9,16,13,9,12,12,17,15,19,11,23,13,11,10,21,12,15,11,17,17,17,12,20,19,15,15,19,15,21,12,18,8,21,15,11,10,18,15,9,16,13,9,14,16,14,14,13,16,12,12,9,13,15,12,6,4,3,6,1,8,7,8,6,7,7,4,11,9,4,4,3,10,6,3,3,5,5,3,4,3,4,9,3,5,3,2,1,4,2,5,0,1,1,2,0,5,0,2,0,0,0,1,0,0,0,0,0,0
2922,20211201,202109,67000220002,臺南市,山上區,南洲里,643,1668,897,771,6,6,5,1,2,4,2,7,7,2,3,6,2,5,3,3,4,4,6,5,6,3,3,4,4,5,3,7,7,2,6,3,4,2,5,6,9,11,6,7,7,11,8,8,18,9,11,9,19,7,13,9,15,7,14,10,15,16,14,6,12,8,11,10,11,9,12,9,17,8,7,9,5,8,11,12,8,7,24,11,14,14,12,7,6,11,17,10,13,8,16,13,5,14,14,1,6,12,11,9,12,7,9,18,13,15,12,8,19,8,21,15,17,13,19,19,15,11,16,15,18,14,13,12,12,14,16,8,13,15,18,13,12,7,18,10,10,10,10,12,17,7,7,4,10,15,5,9,3,9,5,6,9,6,7,5,7,9,9,7,6,6,9,3,5,4,6,11,7,6,3,5,7,8,3,7,5,4,4,3,4,1,2,2,3,3,0,3,1,5,1,2,0,2,0,0,0,0,0,0,0,0
2923,20211201,202109,67000220003,臺南市,山上區,山上里,432,1099,568,531,5,2,4,2,1,1,2,7,4,5,4,1,8,5,7,5,1,5,8,7,3,2,5,2,3,5,4,1,2,3,5,0,3,0,5,1,6,5,3,5,7,2,6,3,3,3,5,6,8,10,5,7,10,6,8,6,10,17,6,4,6,9,12,5,8,4,8,12,5,4,6,9,6,2,9,14,8,8,7,11,14,6,10,11,10,8,13,12,14,11,10,9,3,12,9,4,9,5,5,8,6,5,15,12,9,11,8,9,9,8,11,8,7,5,12,8,11,13,11,6,10,4,16,9,8,9,10,4,6,9,8,5,5,8,6,7,5,7,5,7,8,8,4,4,6,3,4,6,2,2,0,2,1,2,3,5,3,3,3,2,2,4,2,5,2,3,2,1,5,4,7,2,0,7,5,2,2,3,3,5,1,5,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0
2924,20211201,202109,67000220004,臺南市,山上區,新莊里,367,1020,525,495,5,1,4,5,0,1,7,6,4,2,5,1,1,2,2,3,0,1,1,2,2,0,2,1,2,1,1,1,2,2,1,1,3,4,4,4,7,3,6,8,10,6,12,12,10,6,9,11,9,8,9,10,11,4,13,13,4,15,11,9,9,9,7,4,13,5,9,6,4,4,6,6,6,4,6,6,4,12,12,1,5,5,6,8,15,7,7,4,4,5,4,10,4,0,8,8,1,9,11,14,8,10,9,9,11,13,13,15,13,16,5,9,12,3,10,5,10,8,9,9,10,9,13,5,10,5,11,7,3,8,4,5,7,9,7,5,4,3,5,3,2,4,4,3,2,4,5,6,4,5,2,1,1,4,2,4,2,2,3,0,4,3,0,5,2,2,2,2,7,3,3,1,1,7,3,3,1,3,0,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2925,20211201,202109,67000220005,臺南市,山上區,玉峰里,239,591,318,273,2,0,1,3,0,0,4,1,1,3,0,3,1,3,1,0,1,0,0,2,1,2,1,0,1,0,2,1,0,1,0,2,2,1,2,1,1,0,3,3,0,4,6,4,3,4,6,2,3,4,3,4,3,2,4,4,6,1,1,0,1,5,2,2,1,1,3,3,4,2,4,2,3,2,5,2,3,3,6,2,6,2,2,5,3,7,5,3,5,3,4,5,4,5,2,3,4,2,6,3,2,5,5,5,8,1,7,4,7,9,6,4,11,6,7,5,6,4,8,4,8,2,7,3,10,4,8,3,5,4,6,4,8,2,3,6,1,1,3,4,7,5,3,1,5,5,4,1,3,1,1,0,0,9,4,5,3,4,3,6,2,1,3,4,3,0,3,6,4,5,2,9,4,3,2,2,0,1,2,1,1,0,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2926,20211201,202109,67000220006,臺南市,山上區,平陽里,150,366,202,164,0,0,0,0,2,3,0,1,1,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,0,1,0,1,0,1,1,4,1,2,1,2,0,1,1,2,2,1,2,6,2,1,1,4,4,4,7,2,3,5,3,5,3,1,4,5,1,2,2,5,1,2,2,5,3,4,1,4,3,1,1,0,1,3,2,2,1,1,3,0,2,0,0,1,1,3,3,2,2,2,1,2,5,4,4,2,2,5,3,4,3,4,4,8,6,5,3,3,2,6,3,2,4,5,1,4,3,5,1,7,1,5,2,3,2,2,2,3,1,1,2,3,3,2,2,1,2,1,2,1,2,1,0,1,2,0,3,2,4,3,0,2,1,1,2,1,1,1,1,2,4,1,2,2,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2927,20211201,202109,67000220007,臺南市,山上區,豐德里,149,433,227,206,3,2,1,3,1,3,1,1,6,2,1,1,1,0,0,2,1,1,1,2,3,0,0,1,1,1,1,1,0,0,2,1,0,2,2,0,3,0,2,1,1,3,2,4,5,4,3,2,3,1,2,7,1,3,0,2,2,5,3,2,4,3,2,4,2,1,3,2,4,4,7,3,3,4,2,0,6,2,4,1,0,2,4,0,3,4,5,3,7,2,7,3,4,2,4,4,3,4,2,5,0,3,1,3,2,4,5,3,2,6,5,2,4,4,4,2,7,4,7,6,5,6,6,5,7,3,4,0,2,5,5,2,3,3,3,4,2,0,3,6,3,2,1,2,3,3,3,2,2,0,0,0,0,1,2,1,0,3,0,0,0,2,2,1,0,1,2,2,0,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2928,20211201,202109,67000230001,臺南市,玉井區,玉井里,562,1344,671,673,2,3,4,3,1,8,7,2,5,4,0,2,4,3,4,4,7,2,2,2,1,6,3,1,3,5,3,3,4,2,6,5,4,4,6,2,4,6,13,5,3,8,8,3,2,4,9,6,7,6,7,10,12,10,10,6,9,5,7,8,12,9,7,11,11,11,16,6,10,9,8,8,10,4,8,9,15,9,6,8,17,8,3,3,10,12,12,7,9,8,8,3,6,3,4,9,8,11,8,6,11,8,14,7,9,12,8,15,11,10,16,14,11,12,14,14,7,13,8,8,13,22,12,9,17,12,12,13,14,12,17,11,5,13,10,11,8,13,7,10,8,4,4,8,2,9,8,7,5,7,2,10,1,6,6,10,4,3,8,3,4,12,4,8,5,3,8,8,3,7,8,2,5,7,4,5,5,2,2,4,0,3,4,4,1,2,0,3,0,0,1,3,0,1,0,1,0,0,0,0,0,0
2929,20211201,202109,67000230002,臺南市,玉井區,玉田里,1618,4079,2058,2021,17,7,17,7,9,16,14,13,16,9,18,10,13,11,20,15,12,16,16,14,15,12,10,7,18,17,16,10,15,9,14,18,18,16,20,13,19,20,21,18,20,28,25,23,25,21,24,24,24,33,27,21,27,31,27,20,26,25,27,27,28,21,38,16,29,32,28,23,31,21,24,20,25,29,39,25,31,32,36,29,23,28,22,30,34,25,27,33,22,25,35,24,14,27,26,22,34,14,32,38,28,34,28,19,29,34,31,29,30,41,35,29,30,31,31,33,36,31,37,33,39,44,32,37,41,34,28,42,33,25,23,33,28,46,29,32,32,34,25,27,31,28,20,25,25,30,21,23,17,22,10,10,12,17,14,14,14,12,17,14,7,22,15,18,19,8,9,13,9,11,5,10,11,7,7,9,4,9,5,4,3,9,2,4,3,1,2,3,1,2,0,0,2,0,0,1,0,0,0,1,0,1
2930,20211201,202109,67000230003,臺南市,玉井區,中正里,488,1328,688,640,6,2,1,5,0,2,1,7,3,1,2,3,1,6,5,5,5,5,4,3,1,2,1,2,4,5,5,2,5,7,9,5,7,3,3,5,7,7,5,9,7,7,11,10,4,6,5,5,8,6,10,9,8,5,9,13,7,7,6,5,7,8,6,4,9,7,12,8,5,11,9,8,8,7,16,7,9,5,6,8,6,12,7,9,15,7,8,11,17,5,9,9,6,9,13,6,11,4,9,4,11,10,8,7,15,6,8,10,14,9,9,13,11,12,14,10,16,7,16,9,15,12,6,16,13,11,18,18,15,13,10,7,11,11,13,12,12,6,13,6,10,11,9,11,6,15,12,5,5,4,3,2,3,8,4,3,5,8,2,1,7,9,4,7,2,6,7,4,6,2,3,5,4,5,3,6,5,1,1,4,0,2,0,5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2931,20211201,202109,67000230004,臺南市,玉井區,竹圍里,567,1576,804,772,2,5,3,5,4,6,12,5,4,7,4,7,4,5,8,5,4,3,3,0,3,4,3,5,5,6,9,6,5,3,6,7,4,10,8,8,11,5,5,10,9,11,10,10,11,11,7,10,12,6,9,11,6,9,16,8,11,13,9,7,12,9,19,9,8,9,13,9,11,7,4,5,11,11,15,7,10,11,10,8,10,12,10,14,13,11,11,13,7,11,12,7,6,8,10,10,11,2,6,15,9,7,11,5,10,15,11,11,20,12,11,12,18,9,14,12,13,17,20,12,20,18,16,16,13,10,12,9,10,15,19,14,14,9,16,9,14,9,9,8,9,9,9,14,10,4,9,7,6,13,3,1,7,3,8,8,5,7,7,8,4,6,4,4,5,3,2,6,3,6,5,9,1,9,4,2,0,5,4,4,1,2,1,5,0,2,0,4,0,2,1,2,0,1,0,1,0,0,0,0,0,0
2932,20211201,202109,67000230005,臺南市,玉井區,沙田里,212,536,284,252,0,4,2,0,2,1,1,0,1,2,1,2,0,3,0,0,1,1,2,1,1,3,1,0,2,3,2,1,3,1,1,2,2,0,1,2,3,1,5,6,3,2,2,3,1,4,4,1,1,2,4,5,0,3,5,5,2,4,1,2,7,1,3,3,2,1,2,3,1,1,2,3,3,2,1,5,3,1,5,3,6,1,2,4,1,3,1,2,3,0,4,3,1,4,1,4,3,1,1,1,6,8,4,2,5,1,3,1,4,2,7,4,9,5,7,7,6,6,11,5,10,3,8,7,10,6,10,4,3,3,8,5,5,5,3,3,3,3,9,3,1,1,1,3,4,5,3,3,2,2,2,2,5,1,0,4,1,1,2,3,5,2,4,1,3,3,3,5,0,5,3,2,1,5,2,3,2,1,2,1,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2933,20211201,202109,67000230006,臺南市,玉井區,三埔里,198,535,296,239,0,3,0,2,3,0,0,3,2,3,0,3,0,1,0,0,0,3,1,0,3,0,0,0,5,0,0,2,1,2,3,0,2,3,1,1,5,2,2,2,5,2,4,2,5,1,3,4,4,6,3,3,2,5,2,1,1,3,5,4,5,6,1,2,1,0,0,1,7,3,2,3,1,4,4,2,1,0,4,1,3,5,1,1,4,2,2,5,3,3,3,2,3,3,4,1,5,5,8,2,7,2,4,0,7,4,7,3,4,4,6,6,8,4,8,7,11,2,5,2,11,7,7,4,7,4,4,2,5,4,11,3,3,6,8,6,7,1,3,2,5,8,1,3,4,2,4,2,3,3,2,2,3,0,4,2,0,1,2,1,0,3,3,2,1,3,0,2,2,6,0,2,3,1,0,3,2,2,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2934,20211201,202109,67000230007,臺南市,玉井區,三和里,302,791,422,369,1,0,0,1,0,0,0,1,0,1,1,3,1,4,3,2,4,3,2,3,1,1,1,6,2,1,2,3,2,0,2,2,2,5,7,2,1,2,3,2,2,2,6,5,6,6,5,5,6,2,8,5,1,1,4,7,8,1,3,3,3,10,7,4,4,2,7,4,2,5,1,3,6,4,3,3,6,9,3,5,5,7,5,6,4,9,2,3,5,5,6,3,7,2,7,1,3,2,4,8,9,2,4,6,7,11,5,7,8,4,11,6,12,6,8,11,9,6,11,6,13,9,8,8,7,9,10,5,10,6,7,1,13,7,10,5,12,3,6,7,3,2,5,2,3,7,12,3,4,5,1,1,0,2,5,6,4,4,4,5,3,3,4,1,2,3,3,5,2,1,2,4,4,3,3,1,1,3,1,2,0,2,0,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2935,20211201,202109,67000230008,臺南市,玉井區,望明里,599,1582,851,731,0,3,0,5,2,4,3,1,5,5,6,3,3,4,6,3,1,3,6,6,9,4,5,2,7,4,4,4,7,6,6,9,6,5,7,11,4,6,5,9,10,2,10,10,14,6,9,7,12,5,10,12,13,12,9,8,13,10,14,7,6,2,6,7,4,3,12,4,6,7,6,6,11,6,4,13,17,7,6,12,11,7,18,15,18,13,17,7,19,17,8,9,10,7,10,8,11,10,9,7,9,9,15,10,14,11,18,11,15,13,19,16,21,10,22,22,20,16,12,7,21,13,20,15,19,9,13,10,18,9,11,15,14,19,8,15,14,12,10,9,18,6,11,3,10,6,9,10,8,9,4,6,3,8,9,10,4,4,5,10,5,7,5,5,4,6,7,9,2,8,4,5,2,5,4,1,2,5,1,3,3,3,2,3,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2936,20211201,202109,67000230009,臺南市,玉井區,層林里,252,618,336,282,1,0,1,1,1,3,1,1,1,0,1,1,0,2,1,0,2,2,3,1,1,1,1,0,2,3,3,1,2,0,2,1,1,3,3,2,3,1,3,0,2,2,3,2,3,3,4,2,7,2,7,4,7,5,4,5,2,3,3,2,2,3,3,6,4,1,6,2,3,4,3,2,4,3,2,2,2,7,3,3,4,2,4,3,2,4,0,4,7,1,4,3,4,3,6,5,6,4,2,3,4,2,8,4,5,6,6,7,9,6,9,3,9,2,6,4,10,5,8,6,2,1,13,9,6,7,5,6,7,5,6,6,9,4,6,6,6,2,1,5,4,0,2,3,5,4,2,2,3,2,3,0,0,7,1,5,1,9,5,2,4,0,2,2,3,2,4,3,1,2,3,5,2,1,1,3,1,4,1,1,1,7,1,2,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
